"email_hash","category"
"717a447d063b97dc2c678f0b7c5abf1de4d4a011e7a25c98035700da0c7e0d70","Satchels"
"db45b78f6024692a9080d3f9d605356a079436182329159d51ce99350a385921","Purses"
"bc5bce977ea6f303f5fd2150a4f7a9fd8e451ba40e00ae6c073be155d8c0c7b6","Satchels"
"43ddb7e88f550cc8844551080f89724660ac55e6b52857b4d02cc1ab75e43d07","Wallets"
"8f7accd2e84236bad5ccc0f55e37cfb01e743041e59874874d147c7849bc4b03","Wallets"
"a04854a1012a7d436a015c605e04ebdf53e8bfb974c3167c0ddfa00fffc2aa2a","Purses"
"fea6c03be00afd0f1bb400d8fc6240eefea9626cd7e8364d46e7fea686b0f1f0","Watches"
"b8a4a8bbc00acf61199570c3b36bb4e656ce940697f51b364323934707ece796","Wallets"
"6a07a90f74e555319f62972d15bfa128b036fedf47256e56bde6f7307d76cb2f","Purses"
"22be595f6f51f20be97a851254f52baa4c8de41c40754d7844254934b869bc6d","Purses"
"9d5716a9701174c490dde8f249b12578513575eca3c5138ee8511aaa1bcec617","Wallets"
"c5442aaef95bf5868fa4b0e39bd61f05ae0e278e5c83f95c2f8c8f7676dec9f2","Satchels"
"da3d819434e27f6efec849b9453b814e2aa13b836847ca126dd7a7288e347fc5","Satchels"
"179d86b14bdc36563e891fead4b48dfa0c80fd7854104f9a3214d27b62f94edb","Purses"
"7f732dc5380f593d261000a578ac0e4c35f89ba191eca82f0c3190eb90be1541","Purses"
"a1f1bb68dc58ad72595ac6864bc53aafee90c4a3a030514eed21625d680754ea","Wallets"
"59afe6e61c7ca001f1ff2c22f973bc4601dd4121c1deef2841c63575ef3368c1","Watches"
"f83a2bd36b7ee2bd7b6fa171cd17e19cb60a4417c46a6116870a27dfbeceaf62","Watches"
"388a9028cf6de9bbd97677857d4b03651de256db73279e3756661d3b869e1378","Purses"
"1b9a9daa3fa6513bfaa29e8d50c95f266664d4631d7bd5452583274b32c9b1eb","Wallets"
"6079d86ad017a64591f1000dad2e4724c783814d8f991ecfc62471d3c6dadc33","Wallets"
"3d24a40d2121a22c8a3b4b05db9cb70915e2affde79762d2ea436bfeab720fa7","Satchels"
"d84342f50cbbb6da5f259e53770ca079bc8753084c745efe8c84a0f1bbbd8538","Purses"
"2b27a6a25582c8eb15ee5a3b9e812cbb4c2999ae663f61e38b41bb9fd9dc4006","Purses"
"645dc339b9035511db3351ab7e1fb68b61e0778016cafa6a65ec00e9f0f589d5","Purses"
"0d251e81a1e7126552ade01030a8cf6d0eb44e254c988f84f399dbf51eda7ef4","Wallets"
"6bdff51fd08e6f8931f8f42e32bea23c0ba95e74474ce38bd993d27e57a8bc25","Watches"
"83462a5bea04c3050aec7aa2efe1f893123bb4e68f3cd4aef8deb28e9cf0f48b","Wallets"
"e74f3746fdc2b0be8c33e68822ece0a18afd062ace779708ce9eada62f6f3ff0","Satchels"
"9795b8ae27465cd595fb6bcb49c3908ebd01be6a873617112c70d8e72496a12a","Watches"
"6332fc7545dcb4770708150e3f748bba16f9d8270bc87f81071eec1383afe31b","Purses"
"a016d63baeb3f423572d62639c69405f3ab6f1f4295c0b269a9c8c0ccd87cdf3","Wallets"
"2e20fbac81b91ccea7edfad341caf67821b728a80dae6bb03fc0a23ecbb62961","Watches"
"fd0efffddceb4bcfcd998575f017c6471245436ed7615cd6398088b75688b91a","Watches"
"1811c1907d0c39045b44fc0ea85811be53a79efb93e57c8f42b5d454ea6f43cf","Wallets"
"c9d713ce9a10791f1fb2c6ba6db382dbd07832b7c1819d284d1b05b06db492a1","Satchels"
"dace15ffb07e257a1c45d25ae2f1dd701d08fc1fd5214d8926ba5110f5b9feba","Watches"
"c77325c0f8254e2baba043f1bf216b8aad4f940dc7ca6a41e711dc26d4b7832c","Purses"
"8b06683d198d4666e12966c2bd63e57fd2bf76b842b6ca4e58a5bbd84d00cca5","Purses"
"c087609bf73564ed4a2fa9c2b27b802ef71a9d94565bf2d92861811210f35479","Wallets"
"8863873bb3ba52bca3ca89f1f26de878b380088695ea678e207b125f8341a525","Wallets"
"8fa360a315d0c6c8cbcb23611dec9c3a155ec1a1783dff7efdae33533acff4ea","Satchels"
"f6eab05bb8cae8dc3c7d981eb02a42dfcfb853afbb9e81dc53d32d08e77b62ce","Satchels"
"587604aa941d462c7d6bc0da4181939374e8df5c3fca2dc1b3ea496268c81263","Wallets"
"7a90779af6cc66b0085fe563be0f6d96816d17a09d9c38bd9fa79110e7ed0218","Wallets"
"15a3d693aa03276a7d417777ccaff2c05cd5f4f6fa6db79fdeb91e3996cdd115","Watches"
"0065cde61aa30ef247b157e32f1861a450b303248e64bc4da5218be265f4f1ed","Satchels"
"cc21dd8fc95899175caec725378fed095c64c416f0a5b1c70826d9ed77efbb0b","Wallets"
"fcb202fcfc352d3f0bfc0d6a5fadafa83b781a381c3e29586956508b09f7c0a9","Purses"
"cca6185f098a7555abe952b30c7bb0656ead5c518c10d1db1fd86417a9508dea","Purses"
"116ceb039453e4e03395dad3c235878eaab8393691d3222be84d765994a12b13","Satchels"
"b09050c96249a06adba4749353fdb3be5343ef878afbb8f48bc66ee383d79278","Purses"
"f835e35c766365fea3f0999a096e68ed6d586caa6593b2fc6747058185c8e3fc","Wallets"
"9e2125946e2c419192c3b94be554f011c6a74a505b34d2f3a9bcdaa26c41cace","Satchels"
"eaf07bf50e0fb6e8825360a17dcf60a12b3ffe2cb6444f94348d1c6812478ba3","Watches"
"6c11328ebadd7bc99d9128fb1fd066df719175ebbb7747750515a83f95e241ce","Wallets"
"9ec115728720ea30cbcb1b46b626be7e4acd2acfc2d97e40a1acd3427cbb5a31","Purses"
"dec439189253f5c0e15b0cd4cc0ab74f943fb492880d26ba174045268ff35b93","Watches"
"8f61c5c7f40868d62b1f4021e14196ccbb48b946bb6b98e8751f2d911edfdb7e","Watches"
"dbb7b6dbf56e4f5713dbdcb4a50fab2e4afd1469679f996baf0f9fc6d35eeb7a","Satchels"
"dbcf1358a75594e7c63cd782d89007492b0866a799ed7824bcd3ae0d6e6814a9","Purses"
"0a2f9ca3a5cd8ea7534eca7facc6b088658e6fe4ae9d16cfafd64648a0774ddb","Satchels"
"da5be29a0cfe0e972f90bf2adf4437c45a6f6e55660e9c13ea18bdc41fff7ab2","Satchels"
"54ed61d132f97ba8d79649b3fe36ebe6c7e07684fa78fc1db2afd23553efeaa2","Purses"
"af4111f9cd3f7cfda9c3d87c90d61a1f61b38bd848e098083a6e39c157673535","Satchels"
"0cab0fb6bcae905af963b0b3bf95a4c9043eab615e56b87828b5838847d06c46","Purses"
"2a1b94b32e71af32b29c26c93554bd25a693b59b3861b03578b293bea2cffb05","Satchels"
"1594711645c871e444487b4f6fc5136d06ebdfd75a343cd3cdf0bf422f6e7480","Watches"
"3725e579a40fc91365d14cd995ff2fe571de1815b443abd5cb37fc677cc3ac24","Purses"
"84bbec4ebc7ff4b247965460a7558b7e237a1563c5e9b009dbd6c79ac06f9ef4","Satchels"
"3a590b66dc54d2a24037e2266567414549574c723be59519c4192be4d137b8f7","Wallets"
"f53d37d6fe20a6d72149f8a87729455a7d698d0b805b082c9690dde5884384b0","Wallets"
"ba271fda4d9d0f16e325fa4fb34162dabc7aa28b8feddf2f8997324df1150ebd","Watches"
"4d37f4db2f875fdd7fbad1311751fe2fb65e922c32662fa5acd3ea082374707f","Wallets"
"603439e5d9be7e4395ac5ae453003172bb2344b5b14cf5d36756449b7343f213","Wallets"
"e7b2db893b837b13dce2cad512ca5e84473ad8a29108f11fa190ad2324905100","Wallets"
"000c5e8ddeaccbc7f162c76ff22e5e75b9940cb0c5df6a022c4805e644696dc3","Satchels"
"c993e8fb95f8695b07abf5792f6eedc43d3d84800a28a3c0da6bb6a3bbcea429","Purses"
"397e72b31ebc6cb185a33e0786f2e29226bbbb4db8e5ad4f48b26d0a79c26f8b","Watches"
"73b016b7d8b0374c8c8c54fc0e46a4e45eb704a32bd1664cd6f26a0a78dc4e3e","Watches"
"d1bbc5c0a3c4c9e67101d3f1e051ec9cecd09922789a1a289892b86c69c6c4cf","Watches"
"bbbdacb64e6a866ecb54c8851f4828432a43697647ff89a165f7fb8a631f5d99","Wallets"
"c56f7279668daf08c02bedce87ae3ef31c64336f9cbb9bb8e6be7f65ee9763dd","Watches"
"89c124cbf9de91a806e75a587b058801212f81af6a72a8fc5fb4e19d0b6e0da4","Satchels"
"5dbd3ec3a052023d78bd122a54b73e1ba67bb4bfe83087a027d8e7c174db5de9","Watches"
"33145e464dcf4bf428f84235a4f37eeebf86e24d21dd59f49546d9c5e08edca5","Wallets"
"4b46bbf7005f735082975795f78ce4927033e60515bd6b90f64e1803ae104458","Satchels"
"47622d541775df9f759aeb68f3cc6e2e815e09e82a2b0506f629157bb6523e7e","Wallets"
"535082c5ad8f6da3ae73f1434e255a59a2db0edf903512ac2ba5dd783e1cc35c","Wallets"
"a8186c9266c9e3377ef431e9b428c17df540da2cdc0c6f061bd79ba8186563ea","Purses"
"dd7665c251160402c77bdf7bc0b775405fddc5a82f861b1f206c2e41cbd9c95c","Purses"
"fb9bd412e73cde30353df887d2306a38c66f55fb1bf250180d421c51553512c7","Satchels"
"4d35f11682c0566dd4383c813bdb40852825439b44612dba612060b63a0f268f","Wallets"
"11e48efcc27659bfd99856d9fe7eb65f01e36563a27bbe84f52b541cb9ee857e","Wallets"
"0523da2b88fc23bf7b4c4a2ec2e2b42c89b5fb7a1acaa83af4e183b46b5eeb7e","Purses"
"425f4baa24a07bbe8bf8afe3260a809cdf71cc7f88da81132e2e79622245a8dd","Satchels"
"807d10c0513c42dfe2c4cc3a942d9915389273b617bb2c80cdca68ea3273f8ce","Wallets"
"9db3424c0d79a992c8e71cabc20e24e6bd27d92f7ff55c4dc8852e29fea3702a","Satchels"
"c0dcf703449d197fffae190581c9a3599c468fb1875b7d462ff49f56d975ea8a","Watches"
"0227920b43a3a2449f0166b3e4f4c141b18a79d834278e1064e65949e111e51e","Wallets"
"7ef4aae65dc18a86df35edae20372eeb8270f422fd3aa2ed5599c91680642635","Watches"
"c311647bb1a64f1da35cf0f94281e1092dc8744ff21c6679416c40f901ffaac4","Satchels"
"917a5704381427dbd3d41c8a284dce0334129d83790e3f06cd1f9543f0a3b662","Purses"
"2fbb309d709cbff36bffc5fb334af03ff559a184ae767b9906686ebee8e1d326","Watches"
"9f8c4fc5fab9c6906bc0869b7bf5f32132400808717b6083f92a697b6208b0d8","Watches"
"9050950c54fb5330bd9991e8096ba22426c7f7daf7d0c77101b50c12897ab59e","Watches"
"e894709e4d17d4c455abe188dc06fbebcf27e0ea9f1e21b4c0102d576379bf49","Satchels"
"d9fa5ffbfa86d327c22975d968f4b5bc6f21a39cf1a74f9927d858eedd825d59","Purses"
"9824ed3da8365019cf9864241ca7219be08fb3d71d3998c79e1b049f1e9ef7be","Wallets"
"c4c76dbb8a51defb0cec416aca92dce801f8d763503c2492971500a3cca7d737","Satchels"
"a1ed0c16d5de12feaf015704a7fecfc0cefc35affdfda6873e0a30e3bcb2f182","Wallets"
"6c1180df5148642a02db3eff4864a4fcdff8c6e73e25685c95b478789b5d0657","Watches"
"e537f501dfb114d6dd7933cd85802c641394bf96e491a7514bd4266ded8d03d1","Purses"
"0ed1d2ab486d8b269c1f8d1be7981bc6e58728166cca9e16beae358c35828100","Purses"
"32e65eaa0fe8c817e704107944476fda69b556ed0551998f3f271391e84f381e","Satchels"
"708799c1477ded0a8a732ea1d2634ecb8db35a6ec4905fa18b9224295cce2b16","Wallets"
"6a35be21e5a846195457b989183ab2f743bbd5654fa1a8557c4e659b07408dd7","Satchels"
"6d6d289e99277fdae270b8599002f164d7d2c52674f24e32b81912efc39ffc11","Satchels"
"681220c5049053dd7de713fbb55d70e498325285ddc17ad4a679d6608cc31efb","Satchels"
"cc76d988af4d0b4b8b2297fc1d52e1127f041e7d1e0f3997c6e02d7f3535714c","Purses"
"42043e2f4a51bc43cd625522bfc6717bff730297f64e738e9093cc810f35292d","Purses"
"5babff4b61f7b3f74d7d8ca420a864f4f9f96a56e6592315ebed9f23c033365a","Watches"
"56bbfa21f8a3d24936fe111ba1c7a8c0311e70873d6f206c782685d2566d412d","Purses"
"30b6519a8183e999f05badc83a78655ab76fd570579d840cc345cc0d18e5a21d","Purses"
"40fbee6cf3600bf598f0fe274ecaf9461f5e076d48360d4ad3b6edea3925acb0","Satchels"
"73480580e15198d79b60acabd66ea6a3ac52485f9e3eff8cb04ef73d143447d4","Wallets"
"0ab690c38e443a6eeab4c9296c8dafaf59aff98d229a43f8e3e0ebe58f98f693","Purses"
"8e9d4cc33b3a31d4b488bea6366e052fca7e13ae3208b84b36f0935cf6063bc7","Satchels"
"bb9257406485137662ddd02faa129bc7ee3a4773d61735dc5645e2c280c4437e","Watches"
"94104bea6500e8253bc7d2a88c5c0faf58ccc992735e16993a8ccdd06969e35a","Satchels"
"1ffca296af2aa0a4532d2541dcf02127e4fe2c46aa4bcff892bb8613f39f6f43","Satchels"
"ad96963bbc8a8360967a6bb547c51a22770a43d16b9236b2baac27b032ed8416","Purses"
"da09a2f178334c841c1493c6d88353c217873e27cca818bced51e26a66f99714","Purses"
"296aec074ee166383c2585d33b78eb28b7cd86a856d032aaeb1dbb24e81e36b7","Wallets"
"4f6fca294ed1fd8a889f1379e38f1ee04f3a0bd7a81861294ec4d7c04d991876","Satchels"
"f30ab7ff024b4346f385a78a67f3f598a21e6fbe649fe74a8f8695121a42b2ed","Purses"
"97144ba577a00587350bb5f8b43903e28d7590675e7c2ec2fcbdd818f6420b77","Satchels"
"74ed653e3e892bcd36cb8686843395d7eaec1f1e1d1b76af47d237782c31428f","Watches"
"b3f78171b46976195bc86d71d0c03625f994241dd258699102c1ade30ca3fdad","Watches"
"399b328c0bdfb4d5e7a8d7bbad26ef4de2469c4811068f82bae58b090868b3ff","Purses"
"79c5b79cf7131f4012e996ce1f9b568d79d9af4ae3188676533994b430cdae59","Purses"
"90ebc073272361560c68f74bdbbda15d8eca65328ffc6ad33fd6e4076acdc83f","Watches"
"27b47a60c6e83ddf91705e30d7163d85f5e2c59951dc82e792d98264f7de96d2","Purses"
"1171ab361afe18fe5dd42467e96245f97ffc9a748aa7160013c7afdddede7c8f","Wallets"
"0bbf9f831a090ab2e4ff603b52c07d8cf24973ad1efd09ec759d4cd8f427a0fb","Purses"
"a0816e48ac5956570aa5f7ed552534bc75a7aa47df7c680d067ea7b38f4a99ae","Wallets"
"64bc6bdc946dfc2e71227738d4f9513445f7ab93814136c6c675cace0258a29e","Wallets"
"514443d1363f60228cf367a318d6ce3907a3fe5117fe5f5531e3055719fff451","Satchels"
"1d68930359847e855928d851789701e780d1aed32f40fbd808a36619a198eac7","Watches"
"1f89b9e5e91e28b448103d8d14c8802382523934d439b995e0b5693071963991","Satchels"
"957f3cdcd5a5f9dcc0137377648b939c60d2fbb980110c384aa5305e24703f3e","Watches"
"03ec8c2e6a17903af7f2a0b604127f91a6be38caa04d84224861f8b785499329","Satchels"
"3b13daf29e360d56a4e80046c763bd925b8cbe60870d5c2c56b78d88db30d032","Satchels"
"99f59bddbb78a2ee92b520dd1674ae986f406809d6a1eaa06a1573cebea1c624","Satchels"
